Bacia,Observacoes,NSE,Cor,RMSE
36160000,937,0.8028465435526986,0.8980031906816413,40.095618307344196
35125000,309,0.8356178494346539,0.963120823208819,7.8982871032651785
34730000,443,-21.28630013050255,0.5899057320714666,23.711782193438697
35050000,95,0.5223065369998098,0.7427394694297683,6.0870200899617615
35210000,570,0.8468272933651144,0.9258636271372662,9.79352326592072
36250000,450,0.8239086178624357,0.9257879425562666,4.757334641589852
35263000,283,0.424954089247476,0.9538778772888524,7.886555644416843
34740000,70,0.27055475269207574,0.864950831358721,5.9763262150997445
35668000,313,-2.5415008096941665,0.875223073960622,10.6074344909363
36020000,732,0.5553907885021945,0.8352718935623531,16.85507698542143
34750000,508,0.8714198071700486,0.936484870615848,34.73489435022618
35950000,362,0.7257230736580966,0.934323471979992,11.072155610794608
36270000,124,0.8445432580393747,0.9364710703107927,31.192778980469008
35240000,392,0.6374870444875205,0.8608235250046192,10.684734220862833
35880000,279,0.8573713668444541,0.955432021337336,12.501496528791744
36520000,325,0.8877261524390947,0.9506011083239332,17.510919210892258
36125000,428,0.6037538094758137,0.8972939488683014,7.261406663649157
35170000,443,0.8798972231930805,0.938037111264251,20.88546765033399
36130000,280,0.86814895618397,0.9538990829658189,12.626508739376485
36210000,411,0.7332810143387155,0.8745402929493238,3.7641752817446656
36290000,568,0.7995442228148285,0.9237451619230537,30.2720253721773
35223000,124,0.11633625902188649,0.6090791553479205,72.9639621052391
35260000,494,0.6832043309409443,0.9122617958853675,15.391902222362903
36220000,124,-22.03374594904872,0.6410160255480466,3.5623259717778657
36470000,224,0.618840863092575,0.904211142268047,22.98202707278296
