Bacia,Observacoes,NSE,Cor,RMSE
34730000,443,-3.5588893399465347,0.7061043921939688,10.724442742503424
34740000,70,0.5051801965674567,0.8764980062261682,4.92222522746271
34750000,508,0.8827407245073561,0.9429151810258677,33.170540570088946
35050000,95,0.5418738966651387,0.8239199711023759,5.961047808914487
35125000,309,0.9151841516465894,0.9604501739144226,5.673408990579684
35170000,443,0.894877224559141,0.9521800211219273,19.539618904460596
35210000,570,0.9254213665882605,0.9652537480518104,6.83369319108971
35223000,124,0.27833840587822556,0.5936974303508409,65.93738024547848
35240000,392,0.7391419863147795,0.8777598685988532,9.063669255303292
35260000,494,0.6040404525604515,0.9140124689360338,17.20790847983752
35263000,283,0.831830520161241,0.9517523617504182,4.264908346832331
35668000,313,-0.7498433833308129,0.8552396876378581,7.456178140028756
35880000,279,0.8933873247728378,0.9471726093498547,10.808441221110828
35950000,362,0.8630550800031164,0.937122459615952,7.823669701430568
36020000,732,0.7028669854304825,0.8390059667446417,13.778976737381543
36125000,428,0.8248896911491026,0.9189626590450387,4.8271863686066006
36130000,280,0.9049156092648806,0.9570480283354915,10.722501398127742
36160000,937,0.771342766502914,0.898440584922426,43.18045255606669
36210000,411,0.7960523881527385,0.892515222817037,3.2915631011684594
36250000,450,0.7958285739078298,0.9079988028187865,5.122619893621367
36270000,124,0.8754197996510621,0.953842130453749,27.923753764783115
36290000,568,0.8691676620907647,0.9414328071692043,24.456243011652013
36470000,224,0.7673141177611738,0.9246211866990717,17.956437636493504
36520000,325,0.9340905517755037,0.967431114014249,13.416631119349434
