Bacia,Observacoes,NSE,Cor,RMSE
34730000,443,-103.60359186070916,0.5736510000552474,51.37105778298599
34740000,70,0.5112232708627876,0.895463541807291,4.892076121637654
34750000,508,0.8646622213939003,0.9315016128708445,35.63596041219655
35050000,95,0.5465710569339547,0.7754248629125818,5.930409805619993
35125000,309,0.6469277285943286,0.9609007099131797,11.575436932976404
35170000,443,0.8527665484861883,0.9251085817940418,23.124424136499634
35210000,570,0.877928611988222,0.947985816148521,8.742893888816042
35223000,124,0.17116503003653238,0.7365255166108756,70.66411508976628
35240000,392,0.5833361616427832,0.8456941677584119,11.454993915624122
35260000,494,0.6900479760068459,0.923580239934169,15.224741107643037
35263000,283,0.6417532588068648,0.93844387738758,6.224826288375722
35668000,313,-0.43220133338314604,0.8886847441780162,6.745571073146421
35880000,279,0.7940314654487137,0.9515022144848666,15.023083600339644
35950000,362,0.7670703343058692,0.9265924546533458,10.203518249040123
36020000,732,0.7217757219232889,0.8558573089784784,13.333342171070482
36125000,428,0.8196429427221841,0.9064430386353501,4.898969997979172
36130000,280,0.8723121499311388,0.9411446810366897,12.425568984929876
36160000,937,0.7685434979192574,0.896908908266437,43.44396049238022
36210000,411,0.7420120789933684,0.879437149558831,3.7020523816366833
36220000,124,-16.27402253586594,0.7223875270472763,3.0849498748742987
36250000,450,0.7296464475065203,0.9198215588275368,5.894686204134364
36270000,124,0.7786933820261072,0.9192121762619114,37.21743922535234
36290000,568,0.8300390972999848,0.9319957213559924,27.87447552549957
36470000,224,0.6012945318939844,0.924456612844064,23.505054387744117
36520000,325,0.9116555637635256,0.9572436102711663,15.533139523306758
