Bacia,Observacoes,NSE,Cor,RMSE
34730000,443,-6.448768521043891,0.5973494693758422,13.708421478836197
34740000,70,0.5226679878213468,0.8970789349465551,4.834462839471083
34750000,508,0.8581538368216827,0.9273621721713593,36.482764718296785
35050000,95,0.4384570722021729,0.7990958078351127,6.59966007298909
35125000,309,0.75381277457331,0.9657632282540686,9.665812008969784
35170000,443,0.8466704830524588,0.9209276751401212,23.59829161213383
35210000,570,0.8899778427642325,0.9488657879538362,8.300195927660024
35223000,124,0.13305198145937525,0.7555615920410998,72.27056013101664
35240000,392,0.5883199089668375,0.836251758317999,11.386280807502894
35260000,494,0.771072560893431,0.9231679978145428,13.084333437291896
35263000,283,0.7131102193786267,0.9458309346276443,5.570493237608548
35668000,313,0.011126303876251575,0.8927062384161548,5.605148177455241
35880000,279,0.761251283904759,0.959231691345222,16.174436784261726
35950000,362,0.7955122765737812,0.9326771124905407,9.560292147419982
36020000,732,0.6866621360907806,0.8484395560613179,14.149723441232961
36125000,428,0.8011755162610561,0.9043543562507044,5.143670511291304
36130000,280,0.8835862080904557,0.9426879448040283,11.864343589985284
36160000,937,0.7207753756821806,0.9036909864391415,47.716828984412956
36210000,411,0.5024577798633838,0.8231748588061901,5.141121207262299
36220000,124,-5.7075290160716685,0.6274448909658459,1.9223508364929354
36250000,450,0.7712384262699242,0.9141878965198998,5.422333039271676
36270000,124,0.8108292444491076,0.9261976183238615,34.40933555106482
36290000,568,0.7712217842048249,0.9322629040082933,32.339963427624895
36470000,224,0.6278780287372869,0.9106544023983261,22.707944334002942
36520000,325,0.8992817387947497,0.9563813442102634,16.585316023286158
